Date_SPX,SPX_Index,PX_VOLUME_SPX,Date_AXX,AXX_Index,PX_VOLUME_AXX,Date_CLXP,CLXP_Index,PX_VOLUME_CLXP,Date_ITLMS,ITLMS_Index,PX_VOLUME_ITLMS,Date_AS52,AS52_Index,PX_VOLUME_AS52,Date_SHSZ300,SHSZ300_Index,PX_VOLUME_SHSZ300
10/7/2019,2938.79,464173131,10/8/2019,857.33,4659543458,10/8/2019,8588.35,45935281,10/7/2019,23578.02,372372805,10/7/2019,6528.67,342910625,10/16/2019,3922.69,8322970682
10/8/2019,2893.06,486681493,10/9/2019,856.5,3244948982,10/9/2019,8607.51,31750767,10/8/2019,23327.45,411272559,10/8/2019,6557.74,587228741,10/17/2019,3925.22,6486374539
10/9/2019,2919.4,392191350,10/10/2019,856.28,2295304615,10/10/2019,8636.3,52297324,10/9/2019,23453.54,418949587,10/9/2019,6512.13,615880312,10/18/2019,3869.38,8232114022
10/10/2019,2938.13,449257556,10/11/2019,869.28,3629424814,10/11/2019,8738.09,52763669,10/10/2019,23680.71,521351412,10/10/2019,6511.22,695652504,10/21/2019,3880.84,7418291832
10/11/2019,2970.27,543535029,10/14/2019,870.45,7555979050,10/14/2019,8728.81,33587623,10/11/2019,24111.5,667755535,10/11/2019,6568.72,659543207,10/22/2019,3895.88,6891856573
10/14/2019,2966.15,385116809,10/15/2019,871.83,5742125155,10/15/2019,8820.58,49110802,10/14/2019,24052.36,387842775,10/14/2019,6603.14,616188223,10/23/2019,3871.08,7019862523
10/15/2019,2995.68,424302970,10/16/2019,879.61,3562765106,10/16/2019,8837.69,53499669,10/15/2019,24318.88,599898782,10/15/2019,6611.53,629105524,10/24/2019,3870.67,7133457533
10/16/2019,2989.69,474187297,10/17/2019,882.64,3805479504,10/17/2019,8879.86,50540629,10/16/2019,24391.65,702789827,10/16/2019,6694.44,757484859,10/25/2019,3896.79,7745361960
10/17/2019,2997.95,424674621,10/18/2019,880.73,3540342208,10/18/2019,8851.52,42733005,10/17/2019,24353.71,606533762,10/17/2019,6643.87,1051073265,10/28/2019,3926.59,9740601956
10/18/2019,2986.2,629007999,10/21/2019,885.19,2886097566,10/21/2019,8929.74,46166657,10/18/2019,24294.21,545045557,10/18/2019,6610.03,770138066,10/29/2019,3910.23,8225707499
10/21/2019,3006.72,488376210,10/22/2019,884.15,3227913745,10/22/2019,8940.82,34514961,10/21/2019,24449.04,490806901,10/21/2019,6612.79,628288159,10/30/2019,3891.23,7787292296
10/22/2019,2995.99,456454506,10/23/2019,886.02,2545027123,10/23/2019,8917.66,39064892,10/22/2019,24475.38,446432369,10/22/2019,6632.47,719968308,10/31/2019,3886.75,8671453931
10/23/2019,3004.52,468175599,10/24/2019,892.8,3227314301,10/24/2019,8952.75,42979380,10/23/2019,24328.03,469221078,10/23/2019,6632.25,714079348,11/1/2019,3952.39,10068961238
10/24/2019,3010.29,487778413,10/25/2019,890.92,3197809704,10/25/2019,8971.55,34095182,10/24/2019,24498.91,507452743,10/24/2019,6651.89,709224166,11/4/2019,3978.12,10419385531
10/25/2019,3022.55,464691325,10/28/2019,892.31,3360878744,10/28/2019,9038.57,44209839,10/25/2019,24586.96,316003424,10/25/2019,6695.87,766189521,11/5/2019,4002.81,11291187976
10/28/2019,3039.42,463026111,10/29/2019,890.31,5570808659,10/29/2019,9039.98,45225777,10/28/2019,24676.88,357501667,10/28/2019,6696.97,655866126,11/6/2019,3984.88,9731295222
10/29/2019,3036.89,451403455,10/30/2019,889.8,3803195401,10/30/2019,9103.4,45016379,10/29/2019,24663.2,471753002,10/29/2019,6701.89,729984010,11/7/2019,3991.87,8725489757
10/30/2019,3046.77,486270335,10/31/2019,889.54,2634579087,10/31/2019,9044.38,48408460,10/30/2019,24612.29,544232029,10/30/2019,6647.94,742034715,11/8/2019,3973.01,9710694829
10/31/2019,3037.56,673060009,11/1/2019,890.7,2223987405,11/1/2019,9137.47,33834539,10/31/2019,24670.06,534942133,10/31/2019,6623.34,813181049,11/11/2019,3902.98,9415562062
11/1/2019,3066.91,510301237,11/4/2019,889.32,2626693857,11/4/2019,9243.94,55631791,11/1/2019,24926.35,364608624,11/1/2019,6629.81,695775677,11/12/2019,3903.69,7654306884
11/4/2019,3078.27,524848878,11/5/2019,890.9,2473350613,11/5/2019,9239.81,49946009,11/4/2019,25319.07,614831669,11/4/2019,6647.87,675916876,11/13/2019,3899.98,7674907798
11/5/2019,3074.62,585634570,11/6/2019,890.85,3419898549,11/6/2019,9272.37,56387693,11/5/2019,25380.17,656760161,11/5/2019,6657.75,613734028,11/14/2019,3905.86,8700844563
11/6/2019,3076.78,544288522,11/7/2019,894,3164948367,11/7/2019,9333.46,65282850,11/6/2019,25391.9,586894595,11/6/2019,6620.52,846075785,11/15/2019,3877.09,8373091691
11/7/2019,3085.18,566117910,11/8/2019,891.92,3672531782,11/8/2019,9298.86,56337969,11/7/2019,25521.24,674526265,11/7/2019,6685.24,778278314,11/18/2019,3907.93,7664599293
11/8/2019,3093.08,460757054,11/11/2019,891.01,3513031753,11/11/2019,9293.66,41950468,11/8/2019,25549.63,781273798,11/8/2019,6680.9,852211019,11/19/2019,3947.04,8216102548
11/11/2019,3087.01,366044400,11/12/2019,890.19,2836541812,11/12/2019,9322.58,48131150,11/11/2019,25523.93,502934938,11/11/2019,6728.85,703957511,11/20/2019,3907.86,7681533323
11/12/2019,3091.84,434953689,11/13/2019,884.88,2635269022,11/13/2019,9317.65,60810138,11/12/2019,25848,648321372,11/12/2019,6708.98,771871490,11/21/2019,3889.6,6913053830
11/13/2019,3094.04,454607412,11/14/2019,888.07,2121895987,11/14/2019,9299.71,50102623,11/13/2019,25646.51,568510243,11/13/2019,6655.81,901070897,11/22/2019,3849.99,9104263909
11/14/2019,3096.63,408390424,11/15/2019,892.3,2753725424,11/15/2019,9337.44,41568660,11/14/2019,25542.26,576355803,11/14/2019,6691.43,854677563,11/25/2019,3878.21,10606628949
11/15/2019,3120.46,579104868,11/18/2019,894.1,3503709771,11/18/2019,9287.92,42433006,11/15/2019,25661.79,528403164,11/15/2019,6748.76,657289979,11/26/2019,3891.65,11151353747
11/18/2019,3122.03,521730492,11/19/2019,896.79,2557370612,11/19/2019,9311.6,47988005,11/18/2019,25526.14,510857346,11/18/2019,6721.74,515896718,11/27/2019,3875.62,7643730466
11/19/2019,3120.18,513153035,11/20/2019,899.32,2479066383,11/20/2019,9279.35,57543544,11/19/2019,25393.66,527580705,11/19/2019,6767.41,661426666,11/28/2019,3862.3,6523011875
11/20/2019,3108.46,756408988,11/21/2019,902.21,2951976140,11/21/2019,9220.25,57071492,11/20/2019,25418.34,556007349,11/20/2019,6679.13,774924145,11/29/2019,3828.67,7414433086
11/21/2019,3103.54,476836171,11/22/2019,906.9,2486336771,11/22/2019,9230.16,49311948,11/21/2019,25340.48,632640706,11/21/2019,6629.37,811685953,12/2/2019,3836.06,7741217280
11/22/2019,3110.29,418027927,11/25/2019,909.42,2723732115,11/25/2019,9280.5,43233957,11/22/2019,25337.61,508139860,11/22/2019,6665.11,614070667,12/3/2019,3851.09,7361123956
11/25/2019,3133.64,513728761,11/26/2019,915.63,2646492628,11/26/2019,9349.87,67273340,11/25/2019,25555.02,414510828,11/25/2019,6685.84,634247670,12/4/2019,3849.82,7968338457
11/26/2019,3140.52,986041660,11/27/2019,920.09,3583616519,11/27/2019,9338.36,45079107,11/26/2019,25692.72,661536626,11/26/2019,6741.47,1313876431,12/5/2019,3879.36,8905119308
11/27/2019,3153.63,421853938,11/28/2019,923.81,2680077273,11/28/2019,9333.4,47775441,11/27/2019,25669.57,518544398,11/27/2019,6802.3,709015368,12/6/2019,3902.39,7864888687
11/29/2019,3140.98,286602291,11/29/2019,922.48,2519951618,11/29/2019,9304.81,62662297,11/28/2019,25544.01,375751787,11/28/2019,6816.26,607580161,12/9/2019,3895.45,9535380609
12/2/2019,3113.87,497591273,12/2/2019,911.56,3059923693,12/2/2019,9169.3,52164615,11/29/2019,25464.05,541854174,11/29/2019,6799.21,655931018,12/10/2019,3900.38,8626292769
12/3/2019,3093.2,557374678,12/3/2019,906.33,3871080132,12/3/2019,9051.55,51663008,12/2/2019,24907.12,632839283,12/2/2019,6815.64,583915049,12/11/2019,3902.75,9976548036
12/4/2019,3112.76,528372221,12/4/2019,907.49,3506504356,12/4/2019,9186.53,45859563,12/3/2019,24895.19,753151206,12/3/2019,6669,845987731,12/12/2019,3891.02,8470832952
12/5/2019,3117.43,462499605,12/5/2019,906.05,4288256647,12/5/2019,9159.94,41504148,12/4/2019,25206.88,552186252,12/4/2019,6565.75,921117976,12/13/2019,3968.22,14857134921
12/6/2019,3145.91,489116706,12/6/2019,908.39,2560930112,12/6/2019,9228.34,42227223,12/5/2019,25149.4,459030343,12/5/2019,6641.53,697319423,12/16/2019,3987.55,14848667041
12/9/2019,3135.96,468488007,12/9/2019,905.51,2614679259,12/9/2019,9209.92,46652007,12/6/2019,25359.14,469428419,12/6/2019,6664.32,587855055,12/17/2019,4041.8,20116293686
12/10/2019,3132.52,460145225,12/10/2019,900.77,1958180517,12/10/2019,9182.3,51616226,12/9/2019,25123.87,456972437,12/9/2019,6686.26,610024933,12/18/2019,4032.78,15135176436
12/11/2019,3141.63,472523605,12/11/2019,895,1850781056,12/11/2019,9212.36,43854186,12/10/2019,25288.72,469109574,12/10/2019,6663.13,560786127,12/19/2019,4027.15,11790055773
12/12/2019,3168.57,575875664,12/12/2019,899.33,3228560718,12/12/2019,9267.63,55567003,12/11/2019,25322.14,441075766,12/11/2019,6707.42,759880265,12/20/2019,4017.25,12126766192
12/13/2019,3168.8,505261345,12/13/2019,917.71,2537018203,12/13/2019,9362.3,59316005,12/12/2019,25556.29,551112685,12/12/2019,6664.65,776641772,12/23/2019,3967.1,12281624559
12/16/2019,3191.45,640194352,12/16/2019,929.45,2862540116,12/16/2019,9518.16,45317996,12/13/2019,25478.22,650007136,12/13/2019,6695.15,817264322,12/24/2019,3992.96,9598904546
12/17/2019,3192.52,568033435,12/17/2019,927.99,2299035489,12/17/2019,9538.39,48492526,12/16/2019,25673.44,385637386,12/16/2019,6803.37,854305875,12/25/2019,3990.87,9493889044
12/18/2019,3191.14,598958742,12/18/2019,935.23,2657351652,12/18/2019,9500.34,43806002,12/17/2019,25781.18,435559050,12/17/2019,6801.03,781026969,12/26/2019,4025.99,10886064000
12/19/2019,3205.37,592606963,12/19/2019,938.27,2346650125,12/19/2019,9520.11,43226222,12/18/2019,25761.25,440965869,12/18/2019,6805.81,796351699,12/27/2019,4022.03,15092641126
12/20/2019,3221.22,1760995206,12/20/2019,940.93,2137522790,12/20/2019,9565.85,77911838,12/19/2019,25835.16,491925604,12/19/2019,6789.24,941559703,12/30/2019,4081.63,15597148845
12/23/2019,3224.01,467684564,12/23/2019,946.91,2341639034,12/23/2019,9595.52,34095721,12/20/2019,26124.34,924622910,12/20/2019,6773.23,1311833315,12/31/2019,4096.58,12326425822
12/24/2019,3223.38,170793796,12/24/2019,950.27,851644032,12/27/2019,9646.86,33539048,12/23/2019,26025.22,323018702,12/23/2019,6742.1,490998255,1/2/2020,4152.24,18211677179
12/26/2019,3239.91,316662796,12/27/2019,954.17,956148623,12/30/2019,9589.43,25750781,12/27/2019,25890.37,373147221,12/24/2019,6752.2,279815599,1/3/2020,4144.96,14282624379
12/27/2019,3240.02,335876636,12/30/2019,958.01,1328342855,1/2/2020,9681.63,48907764,12/30/2019,25628.94,378221716,12/27/2019,6781.03,376395261,1/6/2020,4129.3,17530995295
12/30/2019,3221.29,344987511,12/31/2019,958.26,824252003,1/3/2020,9643.92,38439155,1/2/2020,25980.07,649617226,12/30/2019,6765.18,366322649,1/7/2020,4160.23,13948903121
12/31/2019,3230.78,431595893,1/2/2020,963.41,2527856613,1/6/2020,9571.98,37559296,1/3/2020,25813.04,638592822,12/31/2019,6647.7,388059830,1/8/2020,4112.32,16758584999
1/2/2020,3257.85,517131498,1/3/2020,964.07,2091601971,1/7/2020,9583.76,38406337,1/6/2020,25656.19,517072075,1/2/2020,6653.76,368544690,1/9/2020,4164.37,13688632394
1/3/2020,3234.85,509241848,1/6/2020,960.68,1757644559,1/8/2020,9634.39,40163718,1/7/2020,25810.51,432891526,1/3/2020,6697.1,453474998,1/10/2020,4163.18,11303171863
1/6/2020,3246.28,575576705,1/7/2020,957.93,1809722209,1/9/2020,9664.33,41597275,1/8/2020,25923.15,649452705,1/6/2020,6699.18,573834349,1/13/2020,4203.99,11969198182
1/7/2020,3237.18,499721948,1/8/2020,958.04,2322301131,1/10/2020,9614.46,33894650,1/9/2020,26152.96,689446914,1/7/2020,6787.25,534670799,1/14/2020,4189.89,12932078299
1/8/2020,3253.05,542641238,1/9/2020,963.01,2143858299,1/13/2020,9624.42,35551761,1/10/2020,26156.61,770176407,1/8/2020,6778.04,686988994,1/15/2020,4166.73,10463313582
1/9/2020,3274.7,505064644,1/10/2020,961.65,2734822855,1/14/2020,9641.12,44600283,1/13/2020,26047.91,1334905419,1/9/2020,6834.43,616820715,1/16/2020,4149.04,10026764168
1/10/2020,3265.35,453658958,1/13/2020,966.39,1742694541,1/15/2020,9609.14,48057007,1/14/2020,26077.11,656948857,1/10/2020,6887.08,613392880,1/17/2020,4154.85,9872568150
1/13/2020,3288.13,487943076,1/14/2020,969.74,1844834076,1/16/2020,9617.02,44070256,1/15/2020,25912.01,676002176,1/13/2020,6863.31,445226030,1/20/2020,4185.83,12240914713
1/14/2020,3283.15,557099156,1/15/2020,970.95,1608305360,1/17/2020,9695.8,49989266,1/16/2020,26084.98,512656362,1/14/2020,6920.3,673936368,1/21/2020,4114.31,13052750729
1/15/2020,3289.29,498362684,1/16/2020,970.05,1833312609,1/20/2020,9747.65,37635755,1/17/2020,26300.93,563205493,1/15/2020,6954.51,689148627,1/22/2020,4131.93,12675876296
1/16/2020,3316.81,506723004,1/17/2020,974.85,2784143962,1/21/2020,9708.97,40147312,1/20/2020,26184.78,454529473,1/16/2020,6999.31,659211525,1/23/2020,4003.9,16035760289
1/17/2020,3329.62,718131260,1/20/2020,963.4,2151266565,1/22/2020,9720.54,48536395,1/21/2020,26014.82,533353265,1/17/2020,7021.33,590774053,2/3/2020,3688.36,15755964662
1/21/2020,3320.79,643282954,1/21/2020,962.1,2043859832,1/23/2020,9618.75,48789770,1/22/2020,25870.59,621693646,1/20/2020,7035.52,532808320,2/4/2020,3785.64,21393332758
1/22/2020,3321.75,525750950,1/22/2020,968.16,1982710507,1/24/2020,9741.28,48073677,1/23/2020,25854.82,549327363,1/21/2020,7022.15,587912240,2/5/2020,3828.53,17492552357
1/23/2020,3325.54,575204996,1/23/2020,963.33,1987739891,1/27/2020,9493.01,60605604,1/24/2020,26115.61,591588671,1/22/2020,7087.99,736424744,2/6/2020,3899.78,17646223519
1/24/2020,3295.47,558038749,1/24/2020,965.91,1948874973,1/28/2020,9565.59,48685007,1/27/2020,25510.26,698301137,1/23/2020,7044.55,630649012,2/7/2020,3899.87,15173175939
1/27/2020,3243.63,605359533,1/27/2020,953.03,2206687322,1/29/2020,9640.45,49301960,1/28/2020,26130.14,650690396,1/24/2020,7046.9,627454007,2/10/2020,3916.01,14840696873
1/28/2020,3276.24,528076616,1/28/2020,953.34,2211074445,1/30/2020,9535.75,41283932,1/29/2020,26287.6,589201287,1/28/2020,6950.69,770954575,2/11/2020,3952.46,14344167437
1/29/2020,3273.4,540373645,1/29/2020,958.32,2813401971,1/31/2020,9475.4,57804562,1/30/2020,25873.17,649059008,1/29/2020,6986.7,684079236,2/12/2020,3984.43,12671032117
1/30/2020,3283.66,578126695,1/30/2020,951.41,3354176080,2/3/2020,9510.74,70735444,1/31/2020,25293.57,852357743,1/30/2020,6962.74,812884672,2/13/2020,3959.92,14500184290
1/31/2020,3225.52,875679107,1/31/2020,950.99,3318481279,2/4/2020,9676.16,135666253,2/3/2020,25518.21,504894209,1/31/2020,6972.7,919527497,2/14/2020,3987.73,14323980267
2/3/2020,3248.92,598835776,2/3/2020,951.38,2154637522,2/5/2020,9734.05,159643209,2/4/2020,25932.51,671649098,2/3/2020,6878.37,774905924,2/17/2020,4077.42,18277896911
2/4/2020,3297.59,591876110,2/4/2020,960.37,2965866127,2/6/2020,9772.05,95532442,2/5/2020,26333.48,713202244,2/4/2020,6904,749860102,2/18/2020,4057.51,16323621972
2/5/2020,3334.69,608121958,2/5/2020,960.73,2017344862,2/7/2020,9706.94,111483603,2/6/2020,26582.33,858647428,2/5/2020,6931.76,814311796,2/19/2020,4051.31,16904644074
2/6/2020,3345.78,553907100,2/6/2020,964,2506601698,2/10/2020,9729.23,49023358,2/7/2020,26553.56,663233745,2/6/2020,7002.38,923770966,2/20/2020,4144.66,21223262441
2/7/2020,3327.71,507416780,2/7/2020,961.94,3389685540,2/11/2020,9850.03,56808108,2/10/2020,26575.5,571672390,2/7/2020,6976.36,770933089,2/21/2020,4149.49,21721360434
2/10/2020,3352.09,488488621,2/10/2020,961.53,2971572169,2/12/2020,9876.08,72719594,2/11/2020,26786.6,668459704,2/10/2020,6965.61,721324160,2/24/2020,4132.84,21286930299
2/11/2020,3357.75,471668588,2/11/2020,969.92,3335308615,2/13/2020,9803.36,87582549,2/12/2020,26977.06,687007508,2/11/2020,7008.64,762808915,2/25/2020,4123.85,24416783085
2/12/2020,3379.45,535533382,2/12/2020,969.47,3801007911,2/14/2020,9778.67,81809373,2/13/2020,27004.71,735513387,2/12/2020,7041.7,795816198,2/26/2020,4073.02,26109406075
2/13/2020,3373.94,515936017,2/13/2020,965.98,3618043801,2/17/2020,9816.51,63017960,2/14/2020,27000.45,594794680,2/13/2020,7057.17,857340607,2/27/2020,4084.88,18129098102
2/14/2020,3380.16,476855596,2/14/2020,965.71,4315125040,2/18/2020,9731.21,60799805,2/17/2020,27294.7,608024783,2/14/2020,7082.96,907572539,2/28/2020,3940.05,23027509322
2/18/2020,3370.29,543398456,2/17/2020,968.96,2915390204,2/19/2020,9826.2,76704185,2/18/2020,27394.27,1130082244,2/17/2020,7077.8,625377801,3/2/2020,4069.67,21931355851
2/19/2020,3386.15,469249670,2/18/2020,964.54,3019494570,2/20/2020,9788.07,74106275,2/19/2020,27675.06,718359607,2/18/2020,7065.86,794898267,3/3/2020,4091.36,21936977690
2/20/2020,3373.23,539161801,2/19/2020,973.26,3844362589,2/21/2020,9716.3,65261371,2/20/2020,27255.25,1003721906,2/19/2020,7097.79,1122946049,3/4/2020,4115.05,18242472970
2/21/2020,3337.75,680523110,2/20/2020,975.18,2785577446,2/24/2020,9320.96,88987111,2/21/2020,26915.99,931927573,2/20/2020,7115.69,995410899,3/5/2020,4206.73,23182311459
2/24/2020,3225.89,791106187,2/21/2020,972.62,1874170390,2/25/2020,9173.41,84282277,2/24/2020,25434.49,1404175434,2/21/2020,7092.45,1267179810,3/6/2020,4138.51,17247571665
2/25/2020,3128.21,890696494,2/24/2020,942.94,2405062698,2/26/2020,9086.24,100707855,2/25/2020,25094.36,910007414,2/24/2020,6933.08,1052404398,3/9/2020,3997.13,20810203487
2/26/2020,3116.39,836587088,2/25/2020,929.82,2040606808,2/27/2020,8761.88,104416945,2/26/2020,25445.97,981353289,2/25/2020,6822.56,1260705957,3/10/2020,4082.73,19741640176
2/27/2020,2978.76,1135994401,2/26/2020,911.16,2480486771,2/28/2020,8464.27,155180783,2/27/2020,24767.22,991414243,2/26/2020,6663.6,1297314040,3/11/2020,4028.43,16165611068
2/28/2020,2954.22,1663860666,2/27/2020,886.96,2169927674,3/2/2020,8441.31,104212380,2/28/2020,23907.05,1315117219,2/27/2020,6613.5,1298204214,3/12/2020,3950.91,15706045804
3/2/2020,3090.23,1125426198,2/28/2020,856.64,2826379150,3/3/2020,8612.85,120309961,3/2/2020,23514.49,1229311892,2/28/2020,6395.6,2153610499,3/13/2020,3895.31,18829672190
3/3/2020,3003.37,1146478283,3/2/2020,861.44,1853335873,3/4/2020,8653.38,105049147,3/3/2020,23625.54,1039710770,3/2/2020,6346.56,1448989792,3/16/2020,3727.84,18596825972
3/4/2020,3130.12,852867217,3/3/2020,882.96,2677797585,3/5/2020,8473.07,105565830,3/4/2020,23777.79,1055747133,3/3/2020,6391.86,1240103402,3/17/2020,3709.68,16624612859
3/5/2020,3023.94,910652768,3/4/2020,885.85,1875791111,3/6/2020,8130.81,108012256,3/5/2020,23320.2,1053694367,3/4/2020,6282.5,1202295126,3/18/2020,3636.26,15503754663
3/6/2020,2972.37,1069655941,3/5/2020,875.83,1828770561,3/9/2020,7549.38,152065607,3/6/2020,22526.7,1272805219,3/5/2020,6351.92,1175960669,3/19/2020,3589.09,18080740698
3/9/2020,2746.56,1310723103,3/6/2020,850.94,1733138499,3/10/2020,7488.35,137331569,3/9/2020,20105.88,1644007788,3/6/2020,6173.53,1182920291,3/20/2020,3653.22,13960299979
3/10/2020,2882.23,1159349137,3/9/2020,800.9,2223045532,3/11/2020,7365.89,105829167,3/10/2020,19438.13,1457229976,3/9/2020,5719.44,1823841817,3/23/2020,3530.31,13710878986
3/11/2020,2741.38,1122243487,3/10/2020,806.15,1818852413,3/12/2020,6475.65,186296454,3/11/2020,19480.78,1204522652,3/10/2020,5895.2,2182564001,3/24/2020,3625.12,14310302144
3/12/2020,2480.64,1432304966,3/11/2020,797.66,1638414453,3/13/2020,6519.18,157677642,3/12/2020,16286.37,1909884601,3/11/2020,5683.29,1821076842,3/25/2020,3722.52,15349595831
3/13/2020,2711.02,1377727520,3/12/2020,735.09,2329200326,3/16/2020,6121.82,174981450,3/13/2020,17415.07,1751843931,3/12/2020,5266.08,2166348279,3/26/2020,3698.05,11231066545
3/16/2020,2386.13,1340847421,3/13/2020,741.28,2806029827,3/17/2020,5958.47,136059970,3/16/2020,16360.04,1537976400,3/13/2020,5489.96,2737890958,3/27/2020,3710.06,12406099492
3/17/2020,2529.19,1333782991,3/16/2020,663.4,2874080080,3/18/2020,5496.68,115299079,3/17/2020,16680.56,1398519153,3/16/2020,4958.75,1936053722,3/30/2020,3674.11,12687667331
3/18/2020,2398.1,1313314132,3/17/2020,625.74,2118987794,3/19/2020,5682.2,120098380,3/18/2020,16486.21,992716665,3/17/2020,5241.61,2371326247,3/31/2020,3686.16,11145302452
3/19/2020,2409.39,1128760287,3/18/2020,589.63,1842150684,3/20/2020,6052.82,191449710,3/19/2020,16859.82,1266520670,3/18/2020,4910.4,2132868278,4/1/2020,3675.08,11935261985
3/20/2020,2304.92,1712397273,3/19/2020,589.9,1722720385,3/23/2020,5775.38,119661818,3/20/2020,17171.55,1503066292,3/19/2020,4736.8,2302703513,4/2/2020,3734.53,11516820906
3/23/2020,2237.4,1128845260,3/20/2020,623.58,2179568244,3/24/2020,6204.89,105885805,3/23/2020,16988.54,959718348,3/20/2020,4773.01,2341412124,4/3/2020,3713.22,9982508349
3/24/2020,2447.33,1217256349,3/23/2020,596.36,1647853138,3/25/2020,6428.45,111655399,3/24/2020,18403.36,1087512855,3/23/2020,4500,1823095013,4/7/2020,3798.02,14277802975
3/25/2020,2475.56,1249729967,3/24/2020,631.79,1479411893,3/26/2020,6698.55,79708260,3/25/2020,18675.86,1170125144,3/24/2020,4687.77,1682528792,4/8/2020,3780.34,11138951294
3/26/2020,2630.07,1102835603,3/25/2020,661.99,1963716211,3/27/2020,6429.15,62925844,3/26/2020,18850.84,849500768,3/25/2020,4946.1,1681437042,4/9/2020,3792.81,10048503197
3/27/2020,2541.47,916669339,3/26/2020,678.75,1723251298,3/30/2020,6333.56,71721126,3/27/2020,18306.22,744797817,3/26/2020,5062.25,1494426110,4/10/2020,3769.18,10244495629
3/30/2020,2626.65,856128675,3/27/2020,664.19,1940685934,3/31/2020,6454.77,88132728,3/30/2020,18353.18,649620802,3/27/2020,4798.19,1888334601,4/13/2020,3753.26,7905334339
3/31/2020,2584.59,1223385239,3/30/2020,663.79,1721965385,4/1/2020,6202.95,66898725,3/31/2020,18569.64,954321241,3/30/2020,5127.37,1268605651,,,
4/1/2020,2470.5,909256993,3/31/2020,682.29,2530991385,4/2/2020,6196.63,63298298,4/1/2020,18064.77,655909270,3/31/2020,5029.62,1859395683,,,
4/2/2020,2526.9,894982891,4/1/2020,666.11,1822755651,4/3/2020,6143.47,53709827,4/2/2020,18368.4,727660113,4/1/2020,5207.83,1269075195,,,
4/3/2020,2488.65,925587154,4/2/2020,664.97,2238004083,4/6/2020,6408.36,64406520,4/3/2020,17903.74,696250896,4/2/2020,5106.31,1237096102,,,
4/6/2020,2663.68,1042822119,4/3/2020,659.25,1961284453,4/7/2020,6604.12,84425314,4/6/2020,18565.97,736855780,4/3/2020,5021.39,1384804467,,,
4/7/2020,2659.41,968741223,4/6/2020,680.41,2579462915,4/8/2020,6666.92,64649666,4/7/2020,18955.84,980090986,4/6/2020,5237.12,1161215113,,,
4/8/2020,2749.98,801026832,4/7/2020,712.36,4223558157,4/9/2020,6807.14,78894026,4/8/2020,18955.05,631807197,4/7/2020,5208.09,1379250460,,,
4/9/2020,2789.82,961378961,4/8/2020,727.58,2290483646,,,,4/9/2020,19212.87,764838575,4/8/2020,5162.15,1389473994,,,
4/13/2020,2761.63,721112241,4/9/2020,745.61,3088204899,,,,,,,4/9/2020,5341.51,1211221218,,,
